"ORIGINAL_CRIME_TYPE_NAME","TIME","MONTH","COUNT(*)"
"Homeless Complaint","04","11",123
"Burglary","09","11",120
"Vandalism","13","11",72
"Vandalism","06","11",26
"Homeless Complaint","19","11",261
"Drugs","10","11",77
"Drugs","23","11",35
"Traf Violation Tow","01","11",33
"Fraud","20","11",21
"Assault / Battery","05","11",26
"Suspicious Vehicle","20","10",233
"Petty Theft","19","10",139
"Traf Violation Tow","22","10",56
"Traf Violation Cite","22","10",175
"Suspicious Person","22","10",480
"Drugs","22","10",70
"Assault / Battery","22","10",136
"Fight No Weapon","21","10",232
"Burglary","21","10",48
"Stolen Vehicle","20","10",73
"Suspicious Person","11","10",589
"Traf Violation Cite","15","10",260
"Well Being Check","15","10",304
"Assault / Battery","11","10",134
"Threats / Harassment","11","10",94
"Traffic Stop","06","10",175
"Veh Accident","20","10",38
"Veh Accident","15","10",83
"Traf Violation Cite","14","10",298
"Auto Boost / Strip","10","10",145
"Suspicious Person","10","10",569
"Assault / Battery","10","10",112
"Threats / Harassment","10","10",74
"Audible Alarm","06","10",280
"Stolen Vehicle","05","10",14
"Suspicious Person","18","10",714
"Audible Alarm","18","10",266
"Fight No Weapon","18","10",275
"Assault / Battery","14","10",118
"Noise Nuisance","10","10",51
"Traf Violation Tow","10","10",102
"Well Being Check","04","10",101
"Traf Violation Cite","04","10",41
"Traf Violation Cite","02","10",69
"Burglary","13","10",71
"Mentally Disturbed","09","10",147
"Suspicious Vehicle","01","10",212
"Noise Nuisance","13","10",55
"Drugs","01","10",24
"Well Being Check","00","10",202
"Homeless Complaint","08","10",1023
"Traf Violation Cite","08","10",355
"Stolen Vehicle","13","10",109
"Vandalism","08","10",59
"Homeless Complaint","16","10",428
"Traf Violation Tow","12","10",94
"Well Being Check","22","10",275
"Vandalism","12","10",84
"Auto Boost / Strip","09","10",119
"Burglary","18","10",68
"Vandalism","18","10",92
"Fraud","08","10",25
"Fraud","13","10",95
"Noise Nuisance","08","10",35
"Noise Nuisance","16","10",78
"Petty Theft","10","10",168
"Noise Nuisance","03","10",246
"Drugs","02","10",21
"Suspicious Vehicle","09","10",166
"Stolen Vehicle","01","10",31
"Homeless Complaint","19","10",263
"Petty Theft","01","10",41
"Fight No Weapon","00","10",163
"Vandalism","04","10",22
"Veh Accident","02","10",16
"Homeless Complaint","00","10",129
"Auto Boost / Strip","01","10",84
"Veh Accident","23","10",39
"Mentally Disturbed","22","09",118
"Auto Boost / Strip","22","09",235
"Traf Violation Tow","16","09",85
"Homeless Complaint","10","09",757
"Traf Violation Cite","00","09",118
"Drugs","00","09",24
"Fight No Weapon","23","09",211
"Audible Alarm","21","09",226
"Vandalism","16","09",86
"Burglary","10","09",104
"Traf Violation Cite","15","09",197
"Traf Violation Tow","09","09",73
"Homeless Complaint","09","09",858
"Fight No Weapon","20","09",222
"Stolen Vehicle","20","09",67
"Threats / Harassment","20","09",78
"Vandalism","20","09",85
"Auto Boost / Strip","14","09",196
"Burglary","08","09",115
"Traf Violation Cite","07","09",196
"Traffic Stop","07","09",723
"Veh Accident","13","09",74
"Vandalism","13","09",81
"Vandalism","05","09",25
"Homeless Complaint","04","09",126
"Traffic Stop","17","09",1822
"Threats / Harassment","12","09",86
"Petty Theft","12","09",152
"Trespasser","12","09",199
"Noise Nuisance","04","09",112
"Well Being Check","17","09",294
"Audible Alarm","02","09",248
"Traf Violation Tow","22","09",47
"Vandalism","01","09",50
"Burglary","00","09",34
"Petty Theft","18","09",167
"Homeless Complaint","22","09",208
"Petty Theft","22","09",60
"Threats / Harassment","13","09",75
"Homeless Complaint","12","09",603
"Fraud","21","09",19
"Stolen Vehicle","00","09",17
"Veh Accident","23","09",35
"Stolen Vehicle","23","09",33
"Fraud","18","09",48
"Fraud","13","09",78
"Homeless Complaint","02","09",67
"Auto Boost / Strip","02","09",84
"Veh Accident","08","09",48
"Threats / Harassment","07","09",47
"Traf Violation Tow","03","09",20
"Traf Violation Tow","19","08",89
"Drugs","19","08",117
"Suspicious Vehicle","19","08",311
"Suspicious Person","14","08",838
"Audible Alarm","09","08",267
"Traffic Stop","09","08",1162
"Auto Boost / Strip","19","08",188
"Suspicious Person","08","08",428
"Audible Alarm","18","08",275
"Traffic Stop","18","08",1376
"Mentally Disturbed","08","08",150
"Stolen Vehicle","18","08",84
"Well Being Check","23","08",205
"Traffic Stop","13","08",1028
"Drugs","18","08",141
"Audible Alarm","17","08",243
"Traf Violation Cite","17","08",290
"Assault / Battery","17","08",163
"Suspicious Person","12","08",876
"Mentally Disturbed","12","08",182
"Traffic Stop","17","08",1902
"Veh Accident","12","08",56
"Trespasser","11","08",200
"Fight No Weapon","11","08",185
"Homeless Complaint","11","08",563
"Traf Violation Tow","21","08",61
"Veh Accident","11","08",58
"Mentally Disturbed","11","08",188
"Trespasser","20","08",192
"Homeless Complaint","20","08",201
"Fight No Weapon","20","08",214
"Auto Boost / Strip","10","08",144
"Petty Theft","23","08",73
"Traf Violation Cite","07","08",216
"Veh Accident","16","08",86
"Burglary","11","08",89
"Mentally Disturbed","06","08",76
"Noise Nuisance","04","08",122
"Noise Nuisance","03","08",189
"Traffic Stop","03","08",198
"Fight No Weapon","02","08",165
"Suspicious Vehicle","01","08",201
"Fight No Weapon","00","08",234
"Audible Alarm","00","08",248
"Fraud","14","08",79
"Veh Accident","18","08",78
"Fraud","23","08",12
"Stolen Vehicle","22","08",39
"Noise Nuisance","17","08",81
"Petty Theft","21","08",103
"Fraud","09","08",43
"Vandalism","00","08",48
"Auto Boost / Strip","00","08",156
"Burglary","23","08",41
"Burglary","00","08",22
"Stolen Vehicle","20","08",62
"Veh Accident","15","08",62
"Threats / Harassment","06","08",24
"Noise Nuisance","10","08",44
"Threats / Harassment","05","08",26
"Vandalism","02","08",36
"Threats / Harassment","04","08",15
"Traf Violation Tow","22","07",51
"Auto Boost / Strip","21","07",267
"Drugs","21","07",67
"Mentally Disturbed","21","07",112
"Vandalism","20","07",88
"Traf Violation Tow","19","07",81
"Threats / Harassment","19","07",71
"Traf Violation Cite","20","07",203
"Mentally Disturbed","22","07",103
"Suspicious Vehicle","18","07",290
"Fight No Weapon","16","07",264
"Vandalism","16","07",82
"Fraud","11","07",83
"Fight No Weapon","11","07",191
"Traffic Stop","11","07",825
"Homeless Complaint","10","07",720
"Traf Violation Cite","10","07",275
"Auto Boost / Strip","17","07",213
"Audible Alarm","17","07",287
"Fight No Weapon","13","07",205
"Homeless Complaint","07","07",928
"Stolen Vehicle","12","07",90
"Traf Violation Cite","12","07",245
"Audible Alarm","07","07",326
"Threats / Harassment","07","07",36
"Trespasser","01","07",147
"Auto Boost / Strip","16","07",192
"Drugs","16","07",134
"Trespasser","06","07",228
"Fight No Weapon","23","07",239
"Burglary","23","07",44
"Petty Theft","16","07",186
"Veh Accident","15","07",79
"Well Being Check","09","07",204
"Threats / Harassment","22","07",63
"Traf Violation Tow","11","07",95
"Suspicious Vehicle","03","07",133
"Vandalism","11","07",80
"Suspicious Person","02","07",203
"Petty Theft","08","07",78
"Drugs","11","07",101
"Mentally Disturbed","03","07",38
"Assault / Battery","02","07",111
"Drugs","08","07",65
"Traf Violation Tow","00","07",63
"Drugs","13","07",104
"Audible Alarm","13","07",233
"Audible Alarm","14","07",230
"Well Being Check","19","07",235
"Stolen Vehicle","19","07",73
"Veh Accident","13","07",71
"Threats / Harassment","18","07",103
"Drugs","14","07",100
"Suspicious Vehicle","08","07",154
"Well Being Check","00","07",185
"Fight No Weapon","00","07",211
"Petty Theft","04","07",23
"Noise Nuisance","08","07",43
"Threats / Harassment","02","07",33
"Burglary","01","07",31
"Noise Nuisance","07","07",46
"Mentally Disturbed","00","07",52
"Auto Boost / Strip","03","07",66
"Petty Theft","07","07",55
"Veh Accident","06","07",18
"Threats / Harassment","05","07",14
"Vandalism","06","07",32
"Assault / Battery","21","06",134
"Traffic Stop","20","06",496
"Homeless Complaint","13","06",385
"Auto Boost / Strip","23","06",229
"Audible Alarm","20","06",282
"Traffic Stop","17","06",1749
"Suspicious Person","12","06",652
"Homeless Complaint","12","06",518
"Fight No Weapon","12","06",194
"Suspicious Person","16","06",667
"Stolen Vehicle","16","06",77
"Suspicious Vehicle","16","06",237
"Fraud","11","06",86
"Mentally Disturbed","10","06",155
"Stolen Vehicle","15","06",85
"Traf Violation Cite","15","06",184
"Vandalism","23","06",67
"Suspicious Vehicle","15","06",193
"Audible Alarm","15","06",237
"Trespasser","22","06",174
"Mentally Disturbed","22","06",105
"Mentally Disturbed","14","06",155
"Noise Nuisance","21","06",220
"Burglary","14","06",60
"Threats / Harassment","21","06",60
"Trespasser","13","06",147
"Burglary","10","06",104
"Traffic Stop","08","06",1088
"Traf Violation Tow","07","06",45
"Mentally Disturbed","07","06",113
"Noise Nuisance","01","06",318
"Audible Alarm","01","06",218
"Auto Boost / Strip","00","06",137
"Traf Violation Cite","06","06",86
"Traf Violation Cite","08","06",235
"Noise Nuisance","06","06",78
"Noise Nuisance","16","06",67
"Drugs","23","06",47
"Suspicious Vehicle","04","06",77
"Auto Boost / Strip","04","06",53
"Trespasser","03","06",117
"Petty Theft","07","06",55
"Audible Alarm","02","06",239
"Trespasser","01","06",117
"Traf Violation Cite","22","06",128
"Noise Nuisance","00","06",384
"Drugs","21","06",54
"Suspicious Vehicle","00","06",233
"Burglary","11","06",92
"Stolen Vehicle","19","06",61
"Petty Theft","22","06",76
"Traf Violation Cite","02","06",44
"Stolen Vehicle","18","06",78
"Threats / Harassment","15","06",100
"Threats / Harassment","23","06",49
"Threats / Harassment","01","06",32
"Drugs","03","06",15
"Veh Accident","01","06",12
"Fraud","08","06",29
"Vandalism","12","05",63
"Auto Boost / Strip","11","05",191
"Petty Theft","22","05",67
"Auto Boost / Strip","22","05",235
"Well Being Check","11","05",250
"Noise Nuisance","11","05",42
"Mentally Disturbed","22","05",118
"Traffic Stop","21","05",870
"Trespasser","19","05",188
"Noise Nuisance","18","05",85
"Suspicious Person","09","05",443
"Veh Accident","09","05",55
"Mentally Disturbed","18","05",158
"Burglary","15","05",73
"Traffic Stop","08","05",1056
"Traf Violation Cite","08","05",208
"Traf Violation Cite","17","05",270
"Vandalism","20","05",79
"Noise Nuisance","10","05",54
"Traf Violation Tow","19","05",70
"Suspicious Vehicle","19","05",297
"Threats / Harassment","19","05",94
"Fight No Weapon","10","05",171
"Mentally Disturbed","10","05",142
"Fraud","10","05",74
"Fraud","13","05",90
"Homeless Complaint","12","05",569
"Drugs","23","05",39
"Stolen Vehicle","23","05",44
"Stolen Vehicle","12","05",91
"Trespasser","23","05",189
"Trespasser","18","05",182
"Traf Violation Cite","05","05",41
"Traffic Stop","04","05",208
"Noise Nuisance","04","05",106
"Mentally Disturbed","15","05",182
"Assault / Battery","15","05",121
"Well Being Check","03","05",133
"Assault / Battery","14","05",139
"Traf Violation Tow","14","05",49
"Suspicious Person","02","05",270
"Well Being Check","08","05",187
"Traf Violation Cite","07","05",160
"Trespasser","07","05",213
"Noise Nuisance","00","05",387
"Traf Violation Cite","00","05",106
"Petty Theft","08","05",80
"Burglary","06","05",43
"Noise Nuisance","06","05",61
"Burglary","05","05",32
"Vandalism","07","05",39
"Fraud","12","05",105
"Traf Violation Cite","06","05",57
"Drugs","12","05",111
"Auto Boost / Strip","06","05",59
"Fight No Weapon","06","05",80
"Stolen Vehicle","19","05",77
"Vandalism","19","05",91
"Assault / Battery","01","05",91
"Stolen Vehicle","20","05",54
"Vandalism","21","05",72
"Vandalism","05","05",26
"Auto Boost / Strip","03","05",55
"Fraud","21","05",19
"Traf Violation Tow","02","05",21
"Stolen Vehicle","06","05",39
"Threats / Harassment","04","05",11
"Traffic Stop","21","04",785
"Fight No Weapon","21","04",229
"Mentally Disturbed","21","04",116
"Well Being Check","20","04",229
"Suspicious Person","15","04",710
"Stolen Vehicle","16","04",76
"Auto Boost / Strip","07","04",59
"Suspicious Vehicle","07","04",130
"Burglary","14","04",79
"Homeless Complaint","06","04",846
"Trespasser","06","04",158
"Suspicious Person","19","04",564
"Mentally Disturbed","14","04",149
"Vandalism","14","04",85
"Petty Theft","11","04",152
"Homeless Complaint","11","04",687
"Suspicious Vehicle","03","04",147
"Threats / Harassment","13","04",82
"Traffic Stop","13","04",1091
"Burglary","11","04",85
"Threats / Harassment","01","04",26
"Traffic Stop","01","04",430
"Noise Nuisance","02","04",323
"Suspicious Vehicle","02","04",170
"Homeless Complaint","18","04",384
"Traf Violation Tow","18","04",78
"Suspicious Vehicle","18","04",286
"Homeless Complaint","04","04",146
"Fight No Weapon","18","04",253
"Threats / Harassment","10","04",69
"Stolen Vehicle","12","04",82
"Traffic Stop","23","04",1196
"Suspicious Person","23","04",475
"Homeless Complaint","23","04",258
"Well Being Check","23","04",233
"Suspicious Vehicle","16","04",280
"Suspicious Person","09","04",468
"Drugs","23","04",31
"Traf Violation Cite","23","04",37
"Threats / Harassment","23","04",55
"Noise Nuisance","23","04",476
"Vandalism","16","04",79
"Mentally Disturbed","09","04",164
"Mentally Disturbed","22","04",95
"Vandalism","22","04",65
"Vandalism","15","04",86
"Traf Violation Cite","11","04",85
"Vandalism","03","04",27
"Traf Violation Tow","02","04",19
"Drugs","19","04",77
"Vandalism","19","04",70
"Threats / Harassment","21","04",59
"Threats / Harassment","02","04",31
"Drugs","16","04",83
"Fraud","13","04",90
"Well Being Check","10","04",214
"Traf Violation Tow","00","04",53
"Threats / Harassment","09","04",70
"Vandalism","12","04",59
"Mentally Disturbed","08","04",127
"Audible Alarm","00","04",212
"Noise Nuisance","08","04",32
"Audible Alarm","17","04",254
"Well Being Check","03","04",119
"Assault / Battery","03","04",47
"Mentally Disturbed","06","04",43
"Fraud","20","04",23
"Stolen Vehicle","19","04",67
"Drugs","10","04",82
"Veh Accident","07","04",31
"Suspicious Vehicle","06","04",74
"Burglary","03","04",23
"Petty Theft","03","04",28
"Mentally Disturbed","01","04",45
"Petty Theft","02","04",30
"Drugs","01","04",17
"Threats / Harassment","03","04",17
"Threats / Harassment","04","04",14
"Well Being Check","22","03",135
"Suspicious Person","15","03",448
"Traffic Stop","14","03",798
"Suspicious Person","14","03",456
"Suspicious Person","18","03",396
"Stolen Vehicle","18","03",47
"Fight No Weapon","17","03",172
"Traffic Stop","13","03",806
"Mentally Disturbed","20","03",87
"Traffic Stop","17","03",1383
"Homeless Complaint","12","03",504
"Stolen Vehicle","12","03",69
"Mentally Disturbed","17","03",111
"Mentally Disturbed","18","03",87
"Auto Boost / Strip","16","03",164
"Mentally Disturbed","16","03",100
"Petty Theft","23","03",29
"Fight No Weapon","15","03",177
"Petty Theft","15","03",100
"Noise Nuisance","22","03",285
"Homeless Complaint","22","03",214
"Mentally Disturbed","19","03",101
"Fight No Weapon","14","03",137
"Traffic Stop","09","03",802
"Well Being Check","09","03",151
"Trespasser","00","03",105
"Well Being Check","01","03",95
"Mentally Disturbed","12","03",126
"Assault / Battery","13","03",98
"Drugs","00","03",12
"Traffic Stop","10","03",864
"Traf Violation Cite","00","03",54
"Drugs","09","03",44
"Threats / Harassment","09","03",51
"Stolen Vehicle","20","03",55
"Veh Accident","18","03",42
"Auto Boost / Strip","08","03",49
"Auto Boost / Strip","17","03",121
"Threats / Harassment","20","03",42
"Mentally Disturbed","08","03",81
